Entry_Number,Sentence_Number,Cleaned_Text,Category,Subcategory,Nazi,Beautiful,Sexual/body
98,868,"Lenta ist stets mit dem kleinen Finger zufrieden, die macht also auch stets so weiter.",Reflection,Romantic,,,
98,869,Ich bin also alleine die Leidtragende.,Reflection,Romantic,,,
98,870,"D’rum soll ich tapfer sein, den mut fassen.",Reflection,Romantic,,,
98,871,Das “schwere” + “Wehtuende” tun ihm abschreiben!,Reflection,Romantic,,*,
98,872,"Wenn er den Weg zu mir nicht fande, sei er es auch nicht wert dass ich auf ihn warte, aber auch nur so gut zu ihm bin.",Reflection,Romantic,,*,
98,873,Es sei dann eine Vergeudung!,Reflection,Romantic,,,
98,874,Er sei es nicht wert.,Reflection,Romantic,,,
98,875,"Wenn er aus Trotz oder sonst einen grund hat um nicht zu kommen, habe er keinen Charakter, denn Fehler einsehen + bemühen gut zu machen muss man auch konnen.",Reflection,Romantic,,,
98,876,Fur mich gilt der wallspruch: Das leben ist verzichten + verzichten ist das Leben.,Reflection,Romantic,,*,
98,877,"Es tut mir ja doch soooo leid, den er war ja doch so lieb zu mir, aber nein!",Reflection,Romantic,,,
98,878,— schon dass er meine Freundin sich dazu auch trotz des guten Vorsatzes gelang es mir nicht ihm abzuschreiben.,Reflection,Romantic,,,
98,879,"Briefe von Gunter wurden getauscht und Bubi kam ofters, als wenn nichts gewesen ware.",Event,Romantic,,,
98,880,Er redete mir die angelegenheit aus und langsam begann gras darüber zu wachsen.,Event,Romantic,,,
98,881,"Güntler schrieb ganz reizende briefe, jedoch jedesmal verglich ich im stillen mit Bubi.",Reflection,Romantic,,,
98,882,"Er kam, dann blieb er mal wieder weg und so ging es andauernd.",Event,Romantic,,,
98,883,Verabredete sich mit mir und kam nicht.,Event,Romantic,,,
98,884,Etc. etc.,Event,Romantic,,,
99,885,"So vergeht die Zeit - man wird alter - leider - Es kam die schreckliche sache mit Papa und Bubi benahm sich ganz gut, aber nur kurze Zeit.",Event,Social,,,
99,886,Wir verlebten noch im Jahr 37 recht nette Stunden.,Temp/Spat,Temp/Spat,,,
99,886,,Reflection,Temporal,,,
100,887,Sylvester 1937 bei Dr. Mann eingeladen.,Temp/Spat,Temp/Spat,,,
100,887,,Event,Social,,,
100,888,Mit Kurtz Kahn viel zusammen & als Rolf Binger kam wusste ich garnicht was ich machen sollte.,Event,Social,,,
100,889,"War dann abwechselnd bei denn einen & dann anderen, aber ich fand es herrlich.",Event,Social,,,
100,890,Habe ordentlich getrunken & fidel.,Event,Social,,,
100,891,"War mit Rolf im kino, sehr nett Mit Kurtz Samstag in Heiderlberg Stadtgartencafe sind sehr schon!",Event,Social,,,
101,892,Am 13 Jan 37 war ich bei Bubi im Arbeitsdienst im Marienburg es war ein sehr netter Nachmittag!,Event,Romantic,YES,,
101,892,,Event,Political,,,
101,893,Tranken Kaffee mit Zimkwitz + seiner Freundin & gingen spazieren.,Event,Romantic,,,
101,894,Fur 37 extra Buch!,Temp/Spat,Temp/Spat,,,
102,895,Lenta hat Bubi gebeten ihn doch zum 23. Ihrem Geburtstag zu schreiben.,Event,Social,,,
102,896,Er tat es aber nicht.,Event,Romantic,,,
102,897,Zu meinem geburtstag kam Frau Hischberger & brachte 6 rote Necken & “Zaratustri” von Nietzsche.,Event,Romantic,,,
102,898,Es sei von Bubi!,Event,Romantic,,,
102,899,"am 2.II.37 war ich bei Bubi, nachdem er mich zum kaffee abgeholt hat.",Event,Romantic,,,
102,900,Waren alleine da Annelie & Männe weggingen.,Event,Romantic,,,
102,901,Es war so wonderful how not long before!,Reflection,Romantic,,,
102,902,"Fasching um 10.10 führ sein Zug, um ½ 10 noch bei H!",Temp/Spat,Temp/Spat,,,
102,903,Im Schweinsgalopp zum bahn!,Event,Social,,,
103,904,Am 12.II.37 auf dem architektenball ganz gross!,Event,Social,,,
103,905,Bert Mayer kennengelernt.,Event,Social,,,
103,906,War mit ihm am Pfingsten im Harz!,Temp/Spat,Temp/Spat,,,
103,907,"Es war herrlich im auto durch Fliederblütenstraßen, dann zum Hahnenkeler Hof essen.",Event,Social,,,
103,908,Wir 2 ganz groß.,Reflection,Romantic,,,
103,909,"Im Wald beim Lagern wollte er allerdings anders als ich, aber ich habe gesiegt!",Event,Romantic,,,*
103,910,- Der Mann wollte mich heiraten- und - ich ihn auch!,Event,Romantic,,,
103,911,Aber der elende Hund Hitler das Saustück!,Event,Political,YES,,
103,912,Arierparagraph als Dr. Dipl Ing an der techn.,Event,Political,YES,,
103,913,Hochschule unmöglich.,Event,Political,YES,,
103,914,Es war von der oggersheimerbierbrauerei einziger Sohn.,Event,Social,,,
103,915,"Wirkich ein netter Besonder mittelgroße schicker, gepflegter & Patenter hübscher kerl ca 27-28. Wir trafen uns noch einige mal, aber aber es hat keine Zweck.",Event,Romantic,,,
103,916,"Er hat so viel manniere aber, wenn ich ihn sehe muss ich mir stets sagen, Er will- aber Ado Hit- erlaubt es nicht.",Reflection,Political,YES,,
104,917,"Gunter
Bday

Werner Neck Kurt Heinz
Papa Reise",Event,Social,,,
105,918,Samstag 18.II.39,Temp/Spat,Temp/Spat,,,
106,919,"Freitag 24.II.39 Ich lies extra einige Seiten Platz, denn es passierte so viel in der vergangenen Zeit was doch ganz erwähnenswert scheint.",Temp/Spat,Temp/Spat,,,
106,920,"Maid, Ellen, Heinz, Hilde Holler + armine, Otto + ich fuhren nach Mainz zum Fasching.",Event,Social,,,
106,921,"Abends gingen wir alle ins Kurhaus, nachdem wir vorher alle von Frau Holler im Ratskeller in Wiesbaden zum Abendbrot eingeladen waren.",Event,Social,,,
106,922,Ich hatte mein Dirndel an und sah (wie die anderen sagten) nett aus.,Event,Social,,,
106,923,"–Ja – so –ein Faschingsball ist halt doch nichts fur mich, denn so ausgelassen sich benehmen liegt mir einfach nicht.",Reflection,Social,,,
106,924,So sah ich also mehr zu.,Event,Social,,,
106,925,"Oben amüsierte ich mich dann ganz gut mit einem arzt aus Wiesbaden, allerdings ergraute schlafen, verh.",Event,Social,,,
106,926,Aber sehr interessante Erscheinung.,Reflection,Social,,,
106,927,Ellen + Hilde amüsierten sich mich “Hellmut” Wir gingen dann noch gemeinsam ins kaffee aber Hellmut bekam Nasenbluten & mußte dann nach hause.,Event,Social,,,
106,928,"Otte, maid, Heinz & ich gingen Ellen suchen, die aber schon bei Hilde + armine im Hotel Bellevue schlief.",Event,Social,,,
106,929,"Alles in allem ganz nett, aber nicht das was ich von Fasching erwartete.",Reflection,Social,,,
106,930,"Sonntag 19. Februar 39 weckte mich Maid + Heinz im Hospiz, während ich noch herrlich im bett lag.",Event,Social,,,
106,931,Gingen um 14 uhr in die Bodega Essen und dann zu Heinz zum kaffe.,Event,Social,,,
106,932,Abends ins kurhaus zum Tanzen!,Event,Social,,,
106,933,Da!,Event,Social,,,
106,934,stand Hellmut hinter uns und setzte sich an unseren Tisch.,Event,Social,,,
106,935,Er lied mich ein doch noch in W. zu bleiben und mit ihn am anderen Tach nach Mannheim zu fahren.,Event,Romantic,,,
106,936,"Also blieb ich, wahrend Maid + Ellen + Heinz + Otto zur Bahn fuhren.",Event,Social,,,
106,937,Hilden machte sich an Hellmut ran & armine kochte vor wut - sie schmeißen die Ringe im Kurhaus - und ich tanzte eifrig mit Hellmut.,Event,Romantic,,,
106,938,Heinz erschien und wir gingen alle.,Event,Social,,,
106,939,Hellu + Otto + Heinz fahren mit.,Event,Social,,,
106,940,"Heinz abgeben & wir gingen wie verabredet zu Bols, aber da es dort garnicht nett war kehrten wir um zur Martinis-Bar!",Event,Social,,,
106,941,"Es war reizend wir unterhielten uns beendend, obwohl Hilde mit Hellmut einen hochst unanständigen Swing tanzte, aber Hellmut ging garnicht darauf ein.",Event,Romantic,,,
106,942,Er ist eben ein H’s Kerl.,Reflection,Political,YES,,
106,943,Um ½ 2 ging ich mit Hellmut heim.,Event,Romantic,,,
106,944,Er verabschiedete sich durch handkuss nachdem er mir den Wagenschlag aufgemacht hatte.,Event,Romantic,,,
106,945,Aber wir gaben uns dann doch noch “a Butz” & zwar vor dem Hotel under einer Laterne.,Event,Romantic,,,
106,946,"Hilde konnte nicht genug kriegen und sumpfte noch bis 4 uhr mit ihren Verlobten + Otto am Rosenmontag 20.II.39 kamen morgens Heinz – armin – Hilde, alles in mein zimmer & ich lag noch im bett.",Event,Social,,,
106,947,"Um 11 erschien Hellmut &sagte, daß der plan mit nach Meinz leider ins Wasser fallen müsse da wir um 13 uhr in Ulm sein mussten.",Event,Social,,,
106,948,Hilde hatte nämlich vorgeschlagen dass wir (armin – Hilde –Helmut & ich) nach Meinz fahren sollen & uns den Rosenmontagszug ansehen.,Event,Social,,,
106,949,"Wir hauten ab, nachdem ich mein Hotelzimmer bezahlt hatte.",Event,Social,,,
106,950,"Im auto bei Hellmut sassen hinten außer x koffern die kochin seiner Oma, der Exzellenz aus Wiesbaden mit Blumen beladen.",Event,Social,,,
106,951,"Wir fuhren nett zusammen nach Mannheim, wo Hellmut bei Dr. Kurt Rochling, seinen Onkel wohnte.",Event,Social,,,
106,952,"Er musste noch nach Ludwigshafen wegen steuern seiner mutter etc. & versprach mir, wenn es ihn irgend moglich, mich zu einer tasse kaffe zu treffen.",Event,Romantic,,,
106,953,Um ½ 4 ruft er an & bat mich darum ihm doch lieber den abend anstatt den mittag zu widmen.,Event,Romantic,,,
106,954,Und so verabredeten wir uns auf Rosenmontag eben um ½ 10 vor den Palast Hotel zum Ball.,Event,Romantic,,,
106,955,Ich ganz grossartiger laune & in meinen Dirndel brachte mich Erne & Jut ans Hotel wo mich Hellmut glanzend aufgelegt im Empfang nahm.,Event,Romantic,,,
107,956,20.II.39 Wir gaben unten unsere Garderobe ab & zogen dann durch alle saale um in den grossen Bar am Rundbau in der Ecke Platz zunehmen.,Event,Social,,,
107,957,Lachten und waren soo verliebt.,Event,Romantic,,,
107,958,Wir tranken Henkel Trocken & sausten durch alle Saale.,Event,Romantic,,,
107,959,"Grosse vorliebe hatten wir fur die Kleiderablage im keller, denn da konnte man sich schon draufsetzen & sich liebhaben.",Event,Romantic,,,
107,960,Gerade hatte mich Hellmit beim kopf als mir ein alterer Herr auf meine Dirdelbeine einen kuss gab.,Event,Romantic,,,
107,961,"Ich bin direkt erschrocken, denn oben Hellu und unten der alte, das war ein bisschen viel auf einmal.",Event,Romantic,,,
107,962,Wir setzten uns dann aber auf den Stuhl hinten ,Event,Romantic,,,
107,963,"Die nette Mailanderin & der Hamburger leisteten uns Gesellschaft & sie fragte mich, ob wir meine Lippen auch so weh tun!",Event,Social,,,
107,964,"Oben im großen Speisesaal tanzten wir und in meinen guten Laune machte ich Spaß mit einigen Herren, die alleine am Tisch saßen & die freuten sich & riefen “Die ist richtig nett & fidel” ",Event,Romantic,,,
107,965,"Ich zog mit Hellu dann weiter & trafen wir 2 Studenten aus Heidelberg mit 1 Mädchen, aber die beiden Bengels waren ein bischel doof & gingen wieder nach H. da es ihnen zu steif war.",Event,Social,,,
107,965,,Event,Romantic,,,
107,966,Nur die saßen auch gerade in dem Durchgangsaal.,Event,Romantic,,,
107,967,"Wir wollten sie mit rein nehmen, aber sie wollten lieber in die Unterwelt von Heidelberg und wir sollten mit.",Event,Social,,,
107,968,"Obwohl ja alle 2 Hübsche Kerle waren, hatte ich garkeine lust, denn die Eintrittskarten hatten wir ja bezahlt & mir genugte ja Hellu fur den Abend.",Event,Social,,,
107,969,Wir tanzten dann davon & riefen ihnen nur noch im Foyer “adieu” zu.,Event,Romantic,,,
107,970,"Allerhand fand ich ja, das der Hubsche einem Madel mit maske einen korb gab, als sie ihn aufforderte.",Reflection,Romantic,,,
107,971,"Ich wurde rot & ganz verlegen, denn an Fastnacht ist das doch rech ungezogen von ihm!",Reflection,Romantic,,,
107,972,"Na, meine Sorge nicht.",Reflection,Romantic,,,
107,973,Ich habe mich blendend amüsiert.,Reflection,Romantic,,,
107,974,"Meine Hellu hatte ganz rote Lippen, war er aber selber schuld dran, denn warum kam er mir auch dauernd zu nah!",Reflection,Romantic,,,
107,975,"Vor allem hatte es ihm meine augen angetan, denn in der Bar, egal wo es auch kusste er mir dauernd die augen.",Event,Romantic,,,
107,976,Einige altere leute beaugten uns mit sorgen!,Event,Social,,,
107,977,Hellmut & mich storte das aber nicht im geringsten.,Reflection,Social,,,
107,978,"So verging die Zeit mich lagen, tanzen & kussen!",Event,Romantic,,,
107,979,Ja!,Reflection,Romantic,,,
107,980,Das kann er ganz herrlich!,Reflection,Romantic,,,
107,981,Wir sassen dann wieder unter vor der Holzkistel Bar & hatten uns sooo lieb.,Reflection,Romantic,,,
107,982,"Dan entdeckten wir dahinter den leeren Stuhl., na & warum nicht!",Event,Romantic,,,
107,983,Auf einmal schiesst nur was warmes uber mein handgelenk & ich rief sofort “Hellu kopf zuruck!” ,Event,Romantic,,,
107,984,Er hatte mal wieder Nasenbluten sofort befall ich ihm sich lang auf dem Boden zu legen und er tat es auch.,Event,Romantic,,,
107,985,Ich wischte ihn uber s gesicht & setzte mich neben ihn & passte auf das er sich nicht bewegte.,Event,Romantic,,,
107,986,Stundenlang hatte ich so neben ihn ganz still sitzen konnen.,Reflection,Romantic,,,
107,987,"Er sagte, dann leise so lieb sei noch kein mensch zu ihn gewesen!",Event,Romantic,,,
107,988,Er war aber auch reizend zu mir.,Event,Romantic,,,
107,989,"Dann gingen wir nach oben, tranken aus & bezahlten.",Event,Romantic,,,
107,990,"Es war 4 uhr & er versprach mir wenn er wieder nach Ulm komme, jedenfalls am Donnerstag, dann ruft er bei mir an.",Event,Romantic,,,
107,991,Wir verabschiedeten uns und sein Handkuss war dann Lebewohl.,Event,Romantic,,,
107,992,Er ging zu Dr. R. Rodling seinem Onkel.,Event,Social,,,
108,993,Am Donnerstag den 25. II. 1939 morgens um 11 lautet das Telefon ich hin & siehe da Hellu wollte sich erkundigen wo Frl. Muller im Geschäft zu erreichen sei.,Temp/Spat,Temp/Spat,,,
,,,Event,Social,,,
108,994,Er war in Ludwigshafen fertig & trafen wir uns um ½ 12 am Paradeplatz.,Temp/Spat,Temp/Spat,,,
108,995,Was tun?,Reflection,Social,,,
108,996,"Zuerst trödelten wir zum Kino, das ging aber erst um 4.30 an, dann gingen wir zur Bahn & sahen nach, wann Helmut wieder nach Saarbrücken, bzw. Völklingen fahren könne.",Event,Social,,,
108,997,"Plötzlich kam mir eine Idee, wir fahren nach Heidelberg!",Event,Social,,,
108,998,Blendend also 12.44 rasch telefoniert nach Hause & wir 2 fuhren ganz alleine im Abteil! Nach Heidelberg.,Event,Social,,,
108,999,"Besichtigen zuerst das schloss, da in schlosshof treffen wir Papa Leiner, der erstaunt tut, das ich noch da bin.",Event,Social,,,
108,1000,"Hellu stellte sich vor & Leiner sagte: “kennen sie Oppenheimer, der schreibt ja fabelhaft von drüben, ich dachte sie seien schon längst weg!” “",Event,Social,,,
108,1001,"Nein, im gegenteil” war meine Antwort & nach belanglosen hin & her Geplänkel verabschiedeten wir uns.",Event,Social,,,
108,1002,"Nebenbei erwähnte er noch, daß seine Frau operiert sei!",Event,Social,,,
108,1003,Wir wanderten weiter und gingen auf die Molkenkur!,Event,Social,,,
108,1004,Wir saßen in einen herrlichen Raum bei schönsten Sonnenschein im Frühjahr & hatten uns sehr gern!,Event,Romantic,,,
108,1005,Es war herrlich.,Reflection,Romantic,,,
108,1006,"Ich brachte garnicht viel zu essen und war satt – Ja, die liebe scheint zu genügen.",Reflection,Romantic,,,
108,1007,Wir stiegen dann langsam runter durch die Stadt und gingen heim gerade fuhr ein Zug & waren wir zeitig in Ulm.,Event,Romantic,,,
108,1008,Was nun?,Reflection,Romantic,,,
108,1009,Ich wollte gerne heim und dann ins Park Hotel zum Tanz!,Reflection,Social,,,
108,1010,Er sagte dafür sei er nicht angezogen & so entschlossen wir uns ins Kino zu gehen.,Event,Romantic,,,
108,1011,Im Universum “War es der im 3. ‘Stock’ saßen wir ganz nett.,Event,Romantic,,,
108,1012,"Gingen dan durch die Stadt und zum Bahnhof denn wir hatten uns nicht mehr zu sagen, da wir ja den ganzen Tag zusammen waren, blieb aber nur noch das letzte & das hatte ja gar keinen Sinn!",Reflection,Romantic,,,
108,1013,"Hellu meinte wenn ich hier wohnen wurde, nahme ich dich jetzt mit heim, aber ich legte mein Veto ein, daß das für mich garnicht in Frage komme!",Event,Romantic,,,
108,1014,"Nein, er wolle es auch nicht, daß mein erste Erlebnis unschön sei!",Reflection,Romantic,,,
108,1015,"Er finde das sehr natürlich, & sei nicht so konservativ wie seine andere Freunde, aber respektiere jeden Wunsch eine Dame!",Event,Romantic,,,
108,1016,Rasch gingen wir noch in den Wartesaal & dann zum Zug.,Event,Social,,,
108,1017,"Ich ging mit auf den Bahnsteig, aber dann ginch ich, ohne die Abfahrt des Zuges abzuwarten.",Event,Social,,,
108,1018,"Schade, daß ich erstens nicht so kann, wie ich will, zweitens er so jung, drittens in Berlin wohnt ach, & viertens, daß ich gleich wenn ich jemand gefunden habe, gleich so an jemand hänge!",Reflection,Romantic,,,
108,1019,"Aber sage mit zarwitsch: ""ach",Reflection,Romantic,,,
108,1020,"Es kann ja nicht sein!""",Reflection,Romantic,,,
108,1021,"Nun ist es fort und ich bin ich, alles ist wieder so öde & leer.",Reflection,Romantic,,,
108,1022,"Denn schön ist doch nur der Frühling, wenn man verliebt ist und es Stimmt: In 24 Stunden kann so viel geschehen, auf 1x ist alles im leben so schön!",Reflection,Romantic,,,
108,1023,Aber zwischen drin liegt so viel Leid & trube Stunden.,Reflection,Romantic,,,
108,1024,"Die Liebe hilft uber so viel hinweg & wenn man richtig verliebt ist, sieht die Welt so rozig & schön aus.",Reflection,Romantic,,,
109,1025,Geld etc. alles Nebensache & nur Kleinigkeit gegen das seelische Wohlbefinden & die Ruhe die dann mit einenmal kommt.,Reflection,Romantic,,,
109,1026,"Am Samstag, den 27. Mit Otto Heinz – Maid & Ellen in Palast-Hotel in der Bar.",Temp/Spat,Temp/Spat,,,
109,1027,"Ich dachte dauernd wie schön es war am Rosenmontag in diesen Räumen und war ein bisschen wehmütig gestimmt, da fing ich an zu saufen & war nachher so besoffen das ich in Foyer einen Studenten aussprach, der aber auch blau war und er wollte mich absolut mit nach Heidelberg nehmen.",Event,Romantic,,,
109,1028,Seine Dame ging mit 2 anderen Scheiden + er wollte sie eifersüchtig machen.,Event,Romantic,,,
109,1029,"Ich kotzte als dann auf den Lokus herrlich, trank Kaffee & mir war wieder gut.",Event,Social,,,
109,1030,Meinen Schal klaute man mir aus der Manteltasche!,Event,Social,,,
109,1031,So eine Gemeinheit.,Reflection,Social,,,
109,1032,Um 1.10 allerdings holte ich meine Garderobe & sauste in meinen Luft an die Bahn wo ich Hansi abholte & seelig war nicht alleine den Ketowweg machen musste.,Event,Social,,,
109,1033,Heinz brachte sie dann heim & ich soff bis ich kotzen musste.,Event,Social,,,
110,1034,"Blau sein ist auch etwas Schönes, denn man hat dann garkeine Hemmungen & das ist so herrlich!",Reflection,Social,,,
110,1035,8 Tage drauf gingen Maid +Heinz Otto Ellen + ich in die Tucher Stube.,Temp/Spat,Temp/Spat,,,
110,1036,Ellen todlangweilig + ich und Otto wir wollten tanzen + mal sehen was oben los ist.,Event,Social,,,
110,1037,Wir tanzten + tranken an der Bar 1 Cocktail.,Event,Social,,,
110,1038,Da kam Boy + setzte sich zu uns.,Event,Social,,,
110,1039,Wir unterhielten uns dann ca. 1 Stunde.,Event,Social,,,
110,1040,"Der Rest (3) Maid + Heinz + Ellen kamen dann auch rauf + taten sehr beleidigt, das wir so lange blieben, aber Otto hatte ebensowenig wie ich Lust die Damen von Ellen zu ertragen.",Event,Social,,,
110,1041,Wir blieben dann noch an der Bar zum Ärger der anderen sitzen.,Event,Social,,,
110,1042,Boy kam dann mit an den Tisch + fand Ellen ganz nett.,Event,Social,,,
110,1043,Bald fuhr die letzte Tram + so wusste Heinz + M. + E. heim.,Event,Social,,,
110,1044,"Boy, Otto & ich blieben bis in den morgen um ½ 3 oder 4 es war herrlich.",Event,Social,,,
110,1045,"Gesoffen habe ich, aber nicht zu viel.",Event,Social,,,
110,1046,Boy spielte zum schluß ganz schwere Musik & horten wir 4 ganz andächtig zu.,Event,Social,,,
110,1047,"(Der Miser + 1 Oker) – Als ich mit den 2 zuerst da saß als M. etc weg waren, saß hinter mir ein süßer kleiner blonder Junge.",Event,Romantic,,,
110,1048,Ich sah ihn stets im Park-Hotel.,Event,Romantic,,,
110,1049,Und mit dem Verabredete ich mich dann.,Event,Romantic,,,
110,1050,"Traf ihn aber nicht & als ich mit Hertel + ihrem Scheich, der ganz goldig ist, & trantel im Park-Hotel war, da tanzten wir andauernd untereinander.",Event,Social,,,
111,1051,Er ging dann mit ins Palast aber das war nicht mehr nett.,Event,Romantic,,,
111,1052,Als ich ziemlich trübsinnig über die Missverhältnisse dieses größenwahnsinnigen “Hitlers” durch die Stadt schlendern zappte mich jemand am Arm.,Reflection,Political,YES,,
111,1053,"Kueches, mein kl. Blonder!",Event,Romantic,,,
111,1054,Er begleitete mich zu Erna + hielten wir uns am Rhein etwas auf.,Event,Social,,,
111,1055,Er warf seinen Hut ins Wasser.,Event,Social,,,
111,1056,"Sprach dann auch etwas ordinar, wo ich aber sofort halt gebot.",Event,Social,,,
111,1057,Wir machten dann etwas in Liebe.,Event,Romantic,,,
111,1058,"Meine Mama fragt heute wo ich waschen lasse, od. wollen wir nicht mal auf franzos, etc. das sprach er aber nur 2x.",Event,Political,,,
111,1059,Wir machten dann auf kameradschaftlicher Basis.,Event,Romantic,,,
111,1060,"Er erzählte mir von seiner angebeteten Ellen ich horte allen an, gab ihn Ratschläge & so blieben wir die besten Freunde.",Event,Social,,,
111,1061,"Wir gingen zus. ins Kino, Kaffee etc. Plankenbummel und ich wollte nichts von ihn, er aber ab & zu von mir.",Event,Romantic,,,
111,1062,Gab es aber nicht + meinte er schließlich ich sei verlobt oder so!,Event,Romantic,,,
111,1063,Aber wozu?,Reflection,Romantic,,,
111,1064,"Ich habe mir vorgenommen nur mein zukünftigen Mann, sollte ich eben keinen kriegen, na dann nicht.",Reflection,Romantic,,,
111,1065,Mal sehen wie lange!,Reflection,Romantic,,,
111,1066,Die Zeit verging dann mit richten + nähen für zur abreise nach London.,Temp/Spat,Temp/Spat,,,
111,1066,,Event,Social,,,
111,1067,Für Mama packten wir + für Ado alles provisorisch in die Koffer!,Event,Political,,,
111,1068,"Schaffen alles, bis auf’s kleinste an + ich fuhr mit der Liste nach Karlsruhe.",Event,Political,,,
111,1069,Konsulat in Frkfr. klappte wunderbar.,Event,Political,,,
112,1070,"Mein Schrankkoffer wollte ich schon absenden, aber Mama meinte erst ihre Sachen packen lassen vom Zoll und dann den Rest per Bahn.",Event,Political,,,
112,1071,Samstag abend kam Kueches wegen den Foto + ich gab ihn 70.,Event,Political,,,
112,1072,Er brachte mir dann tatsächlich Foto + Etuie!,Event,Political,,,
112,1073,"Ab und zu packte uns die Kriegs Panik + wir wollten reisen, aber ohne Packerlaubnis & dann 100 kg für Ados Erlaubnis.",Reflection,Political,YES,,
112,1074,Als dann zu arg wurde + alle Engländer abberufen rief ich Mc. Call an & er sagte er kommt vorbei weil man am Telef. Angst haben musste die gestapo hort zu.,Event,Political,,,
112,1075,Rief aber um 10 an das 3 von der Berlitz um 1 Uhr abhauen und ich soll mit.,Event,Political,,,
112,1076,Eins zwei drei alles an Schmuck an + gepackt in hurry ____ fuhr mit zum Zug.,Event,Political,,,
112,1077,Ticket Strassb. & ab dafür + mit Miss Calender + young.,Event,Political,,,
112,1078,Mama + Ado versprachen mir mit den nächsten Zug auch zu reisen.,Event,Political,,,
112,1079,Die Sache klappte herrlich am Zoll keinen Koffer aufmachen mussen nur gefragt wohin & ob ich mit denen reise.,Event,Political,,,
112,1080,"Mc. sagte wir kommen selbstverständlich back, wenn kein Krieg kommt.",Event,Political,,,
